team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Honduras National Team,Honduras,2026,Honduras,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,130,2,2,0,4,0,4,0,2,0,2,0,0,45,0,45,45,0,45,0,0,0,1,0,1,0,0,0,1,0,1,7,0,7,2,0,2,45,0,45,12,0,12,3,0,3,9,0,9,12,0,12,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4,0,4,2,0,2,2,0,2,2,0,2,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,1,1,0,0,0,0,1,1,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,100,0,100,0,0,0,7.00,0.00,7.00,2,0,2.00,100,100,100,100,100,100,0,0,0.24,0.00,1.24,0.00,0.00,0.87,100,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,100,0,100,0,0,0,0
Kenya National Team,Kenya,2026,Kenya,3,1,2,0,1,0,1,2,1,1,0,0,0,1.67,1,2,0,0,0,36,5,2,3,7,2,5,1,4,1,1,0,3,54,90,45,134,90,180,1,0,1,2,1,1,0,0,0,2,0,2,16,5,11,3,1,2,59,61,59,36,9,27,13,5,8,23,4,19,11,0,11,3,0,3,1,1,0,2,-1,3,2,0,2,0,0,0,1,1,0,2,0,3,2.33,2,2.5,1.67,1,2,0.67,1,0.5,1.33,1,1.5,1,0,1.5,0.33,1,0,3,3,1,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,2,3,3,3,0,0,1,1,1,1,0,0,1,2,2,2,100,100,33,0,0,0,100,100,0,0,0,0,100,100,50,0,0,0,0,0,67,100,100,100,0,0,100,100,100,100,0,0,50,100,100,100,3,1,0,1,0,0,2,1,0,100,33,0,100,0,0,100,50,0,33,0,50,-45,33,0,50,67,100,50,0,0,0,67,0,100,2,0,2,67,0,100,1,1,0,33,100,0,0,0,0,0,0,0,67,0,100,0,0,0,33,100,0,5.33,5.00,5.50,1.5,1,2.00,33,33,33,33,0,0,0,0,1.74,1.58,1.82,0.63,0.72,0.59,100,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,67,100,50,0,0,0,0
Tanzania National Team,Tanzania,2026,Tanzania,2,1,1,0,1,0,1,0,0,0,1,1,0,1.5,0,3,0,0,0,85,6,1,5,7,1,6,0,6,1,0,-1,6,30,0,15,180,90,0,1,0,1,0,0,0,1,1,0,1,0,1,14,5,9,0,0,0,71,68,74,41,14,27,12,2,10,29,12,17,0,0,0,3,0,3,0,0,0,3,0,3,1,0,1,1,1,0,0,0,0,2,1,3,3.5,1,6,3,0,6,0.5,1,0,1.5,0,3,1.5,0,3,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,100,50,50,50,50,50,100,0,0,0,0,0,100,100,100,100,100,100,0,50,50,50,50,50,0,100,100,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,50,50,50,0,0,0,100,100,100,50,0,100,-100,50,0,100,0,0,0,50,100,0,50,0,100,2,1,1,100,100,100,1,1,0,50,100,0,0,0,0,0,0,0,50,0,100,50,100,0,0,0,0,7.00,5.00,9.00,0,0,0.00,100,100,50,50,0,0,0,0,2.75,1.97,3.52,0.46,0.66,0.25,50,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,50,100,0,0
Puerto Rico FC,Puerto Rico,2026,Puerto Rico,2,2,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,27,6,0,6,6,6,0,6,0,0,0,6,0,30,30,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,1,2,2,0,0,0,0,0,0,100,100,50,50,0,0,100,100,50,50,0,0,0,0,0,0,0,0,0,0,50,50,100,100,0,0,50,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,100,0,0,0,0,0,0,0,100,100,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,150,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau National Team,Macau,2026,Macau,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,172,1,10,-9,11,6,5,0,1,6,4,-6,-3,180,0,90,18,15,23,0,0,0,1,0,1,1,1,0,0,0,0,3,1,2,0,0,0,35,26,44,7,1,6,2,0,2,5,1,4,0,0,0,0,0,0,6,3,3,-6,-3,-3,0,0,0,0,0,0,2,1,1,0,0,0,5.5,6,5,0.5,0,1,5,6,4,3,3,3,0,0,0,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,2,2,2,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,0,0,0,-60,0,0,0,50,0,100,50,100,0,0,0,0,0,0,0,0,0,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,1.50,1.00,2.00,0,0,0.00,50,50,50,50,0,0,0,0,0.59,0.25,0.92,2.85,3.52,2.18,100,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,1,1,1,0,0,0,100,100,100,0
Guam National Team,Guam,2026,Guam,3,0,3,0,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,94,7,9,-2,16,0,16,0,7,0,9,0,-2,39,0,39,30,0,30,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,34,0,34,4,0,4,2,0,2,2,0,2,12,0,12,0,0,0,3,0,3,-3,0,-3,0,0,0,1,0,1,1,0,1,0.5,0,0.5,5.33,0,5.33,2.33,0,2.33,3,0,3,1.5,0,1.5,0,0,0,1.5,0,1.5,3,3,3,3,2,2,0,0,0,0,0,0,3,3,3,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,100,100,100,67,67,0,0,0,0,0,0,100,100,100,100,67,67,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,33,33,1,1,1,0,0,0,1,1,1,50,50,50,0,0,0,50,50,50,33,0,33,0,33,0,33,33,0,33,33,0,33,0,0,0,1,0,1,50,0,50,2,0,2,100,0,100,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,1.00,0.00,1.00,1,0,1.00,100,0,0,0,0,0,0,0,0.00,0.00,0.53,1.22,0.00,2.22,233,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,1,1,0,0,0,67,0,67,0
Gabon National Team,Gabon,2026,Gabon,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,105,3,5,-2,8,4,4,2,1,2,3,0,-2,60,45,90,36,45,30,0,0,0,2,1,1,0,0,0,1,1,0,16,10,6,0,0,0,48,50,45,21,10,11,10,5,5,11,5,6,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,0,4,4,4,1.5,2,1,2.5,2,3,1,1,0,1,1,0,0,0,0,2,2,2,2,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,100,100,100,100,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,100,100,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,27,0,0,0,100,100,100,0,0,0,50,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,8.00,10.00,6.00,0,0,0.00,100,100,100,100,100,100,100,100,1.51,1.51,1.50,1.95,1.80,2.10,200,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,50,100,0,50,0,100,100
Rwanda National Team,Rwanda,2026,Rwanda,2,2,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,22,6,0,6,6,6,0,6,0,0,0,6,0,30,30,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,7,7,0,1,1,0,50,50,0,21,21,0,9,9,0,12,12,0,0,0,0,3,3,0,0,0,0,3,3,0,2,2,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,1.5,1.5,0,1.5,1.5,0,0,0,0,2,2,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,1,2,2,0,0,0,0,0,0,100,100,50,50,0,0,100,100,50,50,0,0,0,0,0,0,0,0,0,0,50,50,100,100,0,0,50,50,100,100,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,100,50,0,100,50,0,0,0,0,100,100,0,0,100,100,0,0,0,0,0,0,0,100,100,0,2,2,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,3.50,3.50,0.00,1,1,0.00,100,100,50,50,0,0,0,0,1.05,1.55,0.00,0.33,0.83,0.00,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,American Samoa,2026,American Samoa,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,148,2,11,-9,13,6,7,0,2,6,5,-6,-3,90,0,45,16,15,18,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,-3,0,-3,0,0,0,0,0,0,1,0,1,0,0,0,6.5,6,7,1,0,2,5.5,6,5,3,0,3,0,0,0,3,0,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,100,100,100,0,0,0,100,100,100,0,0,0,-55,0,0,0,50,0,100,50,100,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,350,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,0,100,100,100,0
US Virgin Islands,US Virgin Islands,2026,US Virgin Islands,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,0,0,71,5,4,1,9,7,2,5,0,2,2,3,-2,36,18,0,45,45,45,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,3,3,0,4.5,7,2,2.5,5,0,2,2,2,3,3,0,3,3,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,50,50,50,50,100,100,100,100,100,100,100,100,0,0,0,0,0,0,50,50,50,50,0,0,0,0,0,0,0,0,100,100,100,100,1,1,1,1,1,1,0,0,0,100,100,100,100,100,100,0,0,0,50,100,0,0,0,0,0,50,100,0,50,0,100,50,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,150,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,50,0,100,0
Aruba,Aruba,2026,Aruba,2,2,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,29,8,2,6,10,10,0,8,0,2,0,6,0,23,23,0,90,90,0,0,0,0,2,2,0,0,0,0,2,2,0,6,6,0,0,0,0,54,54,0,25,25,0,14,14,0,11,11,0,0,0,0,5,5,0,0,0,0,5,5,0,2,2,0,0,0,0,0,0,0,3,3,0,5,5,0,4,4,0,1,1,0,2.5,2.5,0,2.5,2.5,0,0,0,0,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,2,2,1,2,2,1,0,0,0,100,100,50,100,100,50,0,0,0,100,100,0,0,0,0,0,100,100,0,0,0,0,100,100,0,2,2,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,3.00,3.00,0.00,0,0,0.00,50,50,0,0,0,0,0,0,1.42,1.92,0.00,0.69,1.19,0.00,150,1,3,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Russia National Team,Russia,2026,Russia,3,2,1,0,1,1,0,1,1,0,1,0,1,1.33,2,0,0,0,0,49,3,2,1,5,4,1,3,0,1,1,2,-1,90,60,0,134,180,90,1,1,0,1,1,0,2,1,1,1,1,0,20,14,6,5,3,2,59,65,46,48,40,8,15,14,1,33,26,7,35,16,19,2,2,0,1,1,0,1,1,0,1,1,0,2,1,1,0,0,0,1.67,2,1,1.67,2,1,1,1.5,0,0.67,0.5,1,1,1.5,0,0.67,1,0,0.33,0.5,0,2,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,2,2,2,3,3,1,1,1,1,2,2,0,1,1,1,1,1,67,33,33,33,0,0,50,50,50,50,0,0,100,0,0,0,0,0,33,67,67,67,100,100,50,50,50,50,100,100,0,100,100,100,100,100,1,1,1,1,1,1,0,0,0,33,33,33,50,50,50,0,0,0,33,50,0,38,33,50,0,33,50,0,67,50,100,33,50,0,2,1,1,67,50,100,2,1,1,67,50,100,1,1,0,33,50,0,33,50,0,67,50,100,0,0,0,6.67,7.00,6.00,1.67,1.5,2.00,100,100,100,67,67,33,33,0,1.69,2.15,0.76,0.91,0.76,1.24,33,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,33,50,0,33,0,100,0
Mali National Team,Mali,2026,Mali,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,5,0,5,2,0,2,37,0,37,10,0,10,2,0,2,8,0,8,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,5.00,0.00,5.00,2,0,2.00,100,100,100,100,100,100,100,0,0.00,0.00,0.99,0.97,0.00,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
Nicaragua National Team,Nicaragua,2026,Nicaragua,2,0,2,0,0,0,0,1,0,1,1,0,1,0.5,0,0.5,0,0,0,115,1,3,-2,4,0,4,0,1,0,3,0,-2,180,0,180,60,0,60,1,0,1,1,0,1,1,0,1,0,0,0,4,0,4,5,0,5,24,0,24,8,0,8,1,0,1,7,0,7,18,0,18,1,0,1,2,0,2,-1,0,-1,0,0,0,1,0,1,1,0,1,0.5,0,0.5,2,0,2,0.5,0,0.5,1.5,0,1.5,1.5,0,1.5,0.5,0,0.5,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,1,1,1,2,2,50,50,50,50,0,0,0,0,0,0,0,0,50,50,50,50,0,0,50,50,50,50,100,100,0,0,0,0,0,0,50,50,50,50,100,100,1,1,1,0,0,0,1,1,1,50,50,50,0,0,0,50,50,50,0,0,0,0,50,0,50,50,0,50,50,0,50,0,0,0,1,0,1,50,0,50,1,0,1,50,0,50,1,0,1,50,0,50,0,0,0,50,0,50,50,0,50,2.00,0.00,2.00,2.5,0,2.50,100,50,50,0,0,0,0,0,0.00,0.00,0.36,1.85,0.00,2.35,50,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,50,0,50,50,0,50,0
Bangladesh National Team,Bangladesh,2026,Bangladesh,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,144,0,3,-3,3,0,3,0,0,0,3,0,-3,0,0,0,30,0,30,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,2,0,2,51,0,51,9,0,9,2,0,2,7,0,7,0,0,0,0,0,0,3,0,3,-3,0,-3,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,1,1,1,0,0,0,1,1,1,100,100,100,0,0,0,100,100,100,0,0,0,50,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,2.00,0.00,2.00,2,0,2.00,100,100,100,100,100,0,0,0,0.05,0.00,1.05,1.08,0.00,2.08,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,100,0,100,0
Vietnam National Team,Vietnam,2026,Vietnam,1,1,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,75,3,0,3,3,3,0,3,0,0,0,3,0,30,30,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,9,9,0,0,0,0,49,49,0,19,19,0,7,7,0,12,12,0,0,0,0,3,3,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,100,100,100,100,100,100,0,0,0,100,100,0,0,100,100,0,0,0,0,0,0,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,9.00,9.00,0.00,0,0,0.00,100,100,100,100,100,0,0,0,1.08,2.08,0.00,0.05,1.05,0.00,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wales National Team,Wales,2026,Wales,2,2,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,102,2,2,0,4,4,0,2,0,2,0,0,0,90,90,0,90,90,0,0,0,0,2,2,0,0,0,0,0,0,0,10,10,0,1,1,0,66,66,0,31,31,0,6,6,0,25,25,0,20,20,0,0,0,0,1,1,0,-1,-1,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,2,2,0,1,1,0,1,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,2,2,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,1,1,0,50,50,0,2,2,0,100,100,0,0,0,0,0,0,0,0,0,0,50,50,0,50,50,0,5.00,5.00,0.00,0.5,0.5,0.00,100,50,50,0,0,0,0,0,1.13,1.63,0.00,0.69,1.19,0.00,50,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,100,100,0,0,0,0,0
